ID,Measure,Subject,Category,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
ST74Q01,OTL - Procedural Task in Maths Lesson,Learning Mathematics,Opportunity to learn,Procedural Task in Maths Lesson,לימודי מתמטיקה,פתרון בעיות,,2012
ST74Q02,OTL - Procedural Task in Tests,Learning Mathematics,Opportunity to learn,Procedural Task in Tests,לימודי מתמטיקה,פתרון בעיות,,2012
ST75Q01,OTL - Pure Maths Reasoning in Maths Lesson,Learning Mathematics,Opportunity to learn,Pure Maths Reasoning in Maths Lesson,לימודי מתמטיקה,פתרון בעיות,,2012
ST75Q02,OTL - Pure Maths Reasoning in Tests,Learning Mathematics,Opportunity to learn,Pure Maths Reasoning in Tests,לימודי מתמטיקה,פתרון בעיות,,2012
ST76Q01,OTL - Applied Maths Reasoning in Maths Lesson,Learning Mathematics,Opportunity to learn,Applied Maths Reasoning in Maths Lesson,לימודי מתמטיקה,פתרון בעיות,,2012
ST76Q02,OTL - Applied Maths Reasoning in Tests,Learning Mathematics,Opportunity to learn,Applied Maths Reasoning in Tests,לימודי מתמטיקה,פתרון בעיות,,2012
ST77Q01,Maths Teaching - Teacher shows interest,Learning Mathematics,Maths Teaching,Teacher shows interest,לימודי מתמטיקה,הוראה בכיתה,המורה מראה עניין,2012
ST77Q02,Maths Teaching - Extra help,Learning Mathematics,Maths Teaching,Extra help,לימודי מתמטיקה,הוראה בכיתה,עזרה נוספת,2012
ST77Q04,Maths Teaching - Teacher helps,Learning Mathematics,Maths Teaching,Teacher helps,לימודי מתמטיקה,הוראה בכיתה,המורה עוזרת,2012
ST77Q05,Maths Teaching - Teacher continues,Learning Mathematics,Maths Teaching,Teacher continues,לימודי מתמטיקה,הוראה בכיתה,המורה ממשיכה,2012
ST77Q06,Maths Teaching - Express opinions,Learning Mathematics,Maths Teaching,Express opinions,לימודי מתמטיקה,הוראה בכיתה,מבטאת דעות,2012
ST79Q01,Teacher-Directed Instruction - Sets Clear Goals,Learning Mathematics,Teacher-Directed Instruction,Sets Clear Goals,לימודי מתמטיקה,הוראות המורה,נותנת הוראות ברורות,2012
ST79Q02,Teacher-Directed Instruction - Encourages Thinking and Reasoning,Learning Mathematics,Teacher-Directed Instruction,Encourages Thinking and Reasoning,לימודי מתמטיקה,הוראה בכיתה,מעודדת חשיבה ונימוק,2012
ST79Q03,Student Orientation - Differentiates Between Students When Giving Tasks,Learning Mathematics,Student Orientation,Differentiates Between Students When Giving Tasks,לימודי מתמטיקה,אוריינות תלמיד,נותנת לכל תלמיד משימה אחרת,2012
ST79Q04,Student Orientation - Assigns Complex Projects,Learning Mathematics,Student Orientation,Assigns Complex Projects,לימודי מתמטיקה,אוריינות תלמיד,נותנת פרויקטים מורכבים,2012
ST79Q05,Formative Assessment - Gives Feedback,Learning Mathematics,Formative Assessment,Gives Feedback,לימודי מתמטיקה,הערכה פורמלית,נותנת משוב,2012
ST79Q06,Teacher-Directed Instruction - Checks Understanding,Learning Mathematics,Teacher-Directed Instruction,Checks Understanding,לימודי מתמטיקה,הוראות המורה,בודקת הבנה,2012
ST79Q07,Student Orientation - Has Students Work in Small Groups,Learning Mathematics,Student Orientation,Has Students Work in Small Groups,לימודי מתמטיקה,אוריינות תלמיד,יש תלמידים שעובדים בקבוצות קטנות,2012
ST79Q08,Teacher-Directed Instruction - Summarizes Previous Lessons,Learning Mathematics,Teacher-Directed Instruction,Summarizes Previous Lessons,לימודי מתמטיקה,הוראות המורה,מסכמת שיעורים קודמים,2012
ST79Q10,Student Orientation - Plans Classroom Activities,Learning Mathematics,Student Orientation,Plans Classroom Activities,לימודי מתמטיקה,אוריינות תלמיד,מתכננת פעילויות כיתה,2012
ST79Q11,Formative Assessment - Gives Feedback on Strengths and Weaknesses,Learning Mathematics,Formative Assessment,Gives Feedback on Strengths and Weaknesses,לימודי מתמטיקה,הערכה פורמלית,נותנת משוב לחוזקות וחולשות,2012
ST79Q12,Formative Assessment - Informs about Expectations,Learning Mathematics,Formative Assessment,Informs about Expectations,לימודי מתמטיקה,הערכה פורמלית,מודיעה על הציפיות,2012
ST79Q15,Teacher-Directed Instruction - Informs about Learning Goals,Learning Mathematics,Teacher-Directed Instruction,Informs about Learning Goals,לימודי מתמטיקה,הוראות המורה,מודיעה על מטרות הלמידה,2012
ST79Q17,Formative Assessment - Tells How to Get Better,Learning Mathematics,Formative Assessment,Tells How to Get Better,לימודי מתמטיקה,הערכה פורמלית,אומרת כיצד להשתפר,2012
ST80Q01,Cognitive Activation - Teacher Encourages to Reflect Problems,Learning Mathematics,Cognitive Activation,Teacher Encourages to Reflect Problems,לימודי מתמטיקה,פעילות קוגניטיבית,המורה מעודדת לשקף בעיות,2012
ST80Q04,Cognitive Activation - Gives Problems that Require to Think,Learning Mathematics,Cognitive Activation,Gives Problems that Require to Think,לימודי מתמטיקה,פעילות קוגניטיבית,נותנת בעיות שדורשות חשיבה,2012
ST80Q05,Cognitive Activation - Asks to Use Own Procedures,Learning Mathematics,Cognitive Activation,Asks to Use Own Procedures,לימודי מתמטיקה,פעילות קוגניטיבית,מבקשת להשתמש בדרכים שלה,2012
ST80Q06,Cognitive Activation - Presents Problems with No Obvious Solutions,Learning Mathematics,Cognitive Activation,Presents Problems with No Obvious Solutions,לימודי מתמטיקה,פעילות קוגניטיבית,מציגה בעיות ללא פרונות ברורים,2012
ST80Q07,Cognitive Activation - Presents Problems in Different Contexts,Learning Mathematics,Cognitive Activation,Presents Problems in Different Contexts,לימודי מתמטיקה,פעילות קוגניטיבית,מציגה בעיות בהקשרים שונים,2012
ST80Q08,Cognitive Activation - Helps Learn from Mistakes,Learning Mathematics,Cognitive Activation,Helps Learn from Mistakes,לימודי מתמטיקה,פעילות קוגניטיבית,עוזרת ללמוד משגיאות,2012
ST80Q09,Cognitive Activation - Asks for Explanations,Learning Mathematics,Cognitive Activation,Asks for Explanations,לימודי מתמטיקה,פעילות קוגניטיבית,מבקשת הסברים,2012
ST80Q10,Cognitive Activation - Apply What We Learned,Learning Mathematics,Cognitive Activation,Apply What We Learned,לימודי מתמטיקה,פעילות קוגניטיבית,מיישמת מה שלמדנו,2012
ST80Q11,Cognitive Activation - Problems with Multiple Solutions,Learning Mathematics,Cognitive Activation,Problems with Multiple Solutions,לימודי מתמטיקה,פעילות קוגניטיבית,בעיות עם מספר תשובות,2012
ST81Q01,Disciplinary Climate - Students Don\92t Listen,Learning Mathematics,Disciplinary Climate,Students Don\92t Listen,לימודי מתמטיקה,אקלים משמעת,תלמידים לא מקשיבים,2012
ST81Q02,Disciplinary Climate - Noise and Disorder,Learning Mathematics,Disciplinary Climate,Noise and Disorder,לימודי מתמטיקה,אקלים משמעת,רעש ובלאגן,2012
ST81Q03,Disciplinary Climate - Teacher Has to Wait Until its Quiet,Learning Mathematics,Disciplinary Climate,Teacher Has to Wait Until its Quiet,לימודי מתמטיקה,אקלים משמעת,המורה מחכה עד שיהיה שקט,2012
ST81Q04,Disciplinary Climate - Students Don\92t Work Well,Learning Mathematics,Disciplinary Climate,Students Don\92t Work Well,לימודי מתמטיקה,אקלים משמעת,התלמידים לא עובדים טוב,2012
ST81Q05,Disciplinary Climate - Students Start Working Late,Learning Mathematics,Disciplinary Climate,Students Start Working Late,לימודי מתמטיקה,אקלים משמעת,התלמידים מתחילים לעבוד מאוחר,2012
ST82Q01,Vignette Teacher Support - Homework Every Other Day/Back in Time,Learning Mathematics,Vignette Teacher Support,Homework Every Other Day/Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם ביומיים/מחזירה בזמן,2012
ST82Q02,Vignette Teacher Support - Homework Once a Week/Back in Time,Learning Mathematics,Vignette Teacher Support,Homework Once a Week/Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם בשבוע/מחזירה בזמן,2012
ST82Q03,Vignette Teacher Support - Homework Once a Week/Not Back in Time,Learning Mathematics,Vignette Teacher Support,Homework Once a Week/Not Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם בשבוע/לא מחזירה בזמן,2012
ST83Q01,Teacher Support - Lets Us Know We Have to Work Hard,Learning Mathematics,Teacher Support,Lets Us Know We Have to Work Hard,לימודי מתמטיקה,תמיכת המורה,אומרת שאנו צריכים להשקיע,2012
ST83Q02,Teacher Support - Provides Extra Help When Needed,Learning Mathematics,Teacher Support,Provides Extra Help When Needed,לימודי מתמטיקה,תמיכת המורה,נותנת עזרה נוספת כשצריך,2012
ST83Q03,Teacher Support - Helps Students with Learning,Learning Mathematics,Teacher Support,Helps Students with Learning,לימודי מתמטיקה,תמיכת המורה,עוזרת לתלמידים ללמוד,2012
ST83Q04,Teacher Support - Gives Opportunity to Express Opinions,Learning Mathematics,Teacher Support,Gives Opportunity to Express Opinions,לימודי מתמטיקה,תמיכת המורה,נותנת הזדמנות לבטא דעות,2012
ST84Q01,Vignette Classroom Management - Students Frequently Interrupt/Teacher Arrives Early,Learning Mathematics,Vignette Classroom Management,Students Frequently Interrupt/Teacher Arrives Early,לימודי מתמטיקה,ניהול כיתה,תלמידים מפריעים לעיתים/המורה מקדימה,2012
ST84Q02,Vignette Classroom Management - Students Are Calm/Teacher Arrives on Time,Learning Mathematics,Vignette Classroom Management,Students Are Calm/Teacher Arrives on Time,לימודי מתמטיקה,ניהול כיתה,התלמידים רגועים/המורה מגיעה בזמן,2012
ST84Q03,Vignette Classroom Management - Students Frequently Interrupt/Teacher Arrives Late,Learning Mathematics,Vignette Classroom Management,Students Frequently Interrupt/Teacher Arrives Late,לימודי מתמטיקה,ניהול כיתה,תלמידים מפריעים לעיתים/המורה מאחרת,2012
ST85Q01,Classroom Management - Students Listen,Learning Mathematics,Classroom Management,Students Listen,לימודי מתמטיקה,ניהול כיתה,התלמידים מקשיבים,2012
ST85Q02,Classroom Management - Teacher Keeps Class Orderly,Learning Mathematics,Classroom Management,Teacher Keeps Class Orderly,לימודי מתמטיקה,ניהול כיתה,המורה שומרת על הכיתה מסודרת,2012
ST85Q03,Classroom Management - Teacher Starts On Time,Learning Mathematics,Classroom Management,Teacher Starts On Time,לימודי מתמטיקה,ניהול כיתה,המורה מתחילה בזמן,2012
ST85Q04,Classroom Management - Wait Long to <Quiet Down>,Learning Mathematics,Classroom Management,Wait Long to <Quiet Down>,לימודי מתמטיקה,ניהול כיתה,המורה מחכה הרבה זמן עד ששקט,2012
ST86Q01,Student-Teacher Relations - Get Along with Teachers,Learning Mathematics,Student-Teacher Relations,Get Along with Teachers,לימודי מתמטיקה,יחסי מורה תלמיד,מסתדר עם המורים,2012
ST86Q02,Student-Teacher Relations - Teachers Are Interested,Learning Mathematics,Student-Teacher Relations,Teachers Are Interested,לימודי מתמטיקה,יחסי מורה תלמיד,מורים הם מעניינים,2012
ST86Q03,Student-Teacher Relations - Teachers Listen to Students,Learning Mathematics,Student-Teacher Relations,Teachers Listen to Students,לימודי מתמטיקה,יחסי מורה תלמיד,מורים מקשיבים לתלמידים,2012
ST86Q04,Student-Teacher Relations - Teachers Help Students,Learning Mathematics,Student-Teacher Relations,Teachers Help Students,לימודי מתמטיקה,יחסי מורה תלמיד,מורים עוזרים לתלמידים,2012
ST86Q05,Student-Teacher Relations - Teachers Treat Students Fair,Learning Mathematics,Student-Teacher Relations,Teachers Treat Students Fair,לימודי מתמטיקה,יחסי מורה תלמיד,מורים הוגנים כלפי תלמידים,2012
ST87Q01,Sense of Belonging - Feel Like Outsider,Learning Mathematics,Sense of Belonging,Feel Like Outsider,לימודי מתמטיקה,תחושת שייכות,מרגיש כמו אאוטסיידר,2012
ST87Q02,Sense of Belonging - Make Friends Easily,Learning Mathematics,Sense of Belonging,Make Friends Easily,לימודי מתמטיקה,תחושת שייכות,מתחבר בקלות,2012
ST87Q03,Sense of Belonging - Belong at School,Learning Mathematics,Sense of Belonging,Belong at School,לימודי מתמטיקה,תחושת שייכות,שייך לבית הספר,2012
ST87Q04,Sense of Belonging - Feel Awkward at School,Learning Mathematics,Sense of Belonging,Feel Awkward at School,לימודי מתמטיקה,תחושת שייכות,מרגיש מוזר בבית הספר,2012
ST87Q05,Sense of Belonging - Liked by Other Students,Learning Mathematics,Sense of Belonging,Liked by Other Students,לימודי מתמטיקה,תחושת שייכות,שאר התלמידים מחבבים אותי,2012
ST87Q06,Sense of Belonging - Feel Lonely at School,Learning Mathematics,Sense of Belonging,Feel Lonely at School,לימודי מתמטיקה,תחושת שייכות,מרגיש בודד בבית הספר,2012
